model_a,model_b,weight,n_shared_datasets
gemma-2-2b-opus-instruct,sjt-2b-v1-1,0.9055564586338989,28
gemma-2-2b-opus-instruct,nous-hermes-llama-2-7b,0.905177610646722,26
gemma-2-2b-opus-instruct,gemma-2-2b-jpn-it,0.9036963015503657,31
gemma-2-2b-opus-instruct,athena-gemma-2-2b-it,0.9008040108341185,30
gemma-2-2b-opus-instruct,gemma-2-2b,0.9002516372534128,27
gemma-2-2b-opus-instruct,openhathi-7b-hi-v0-1-base,0.8930099274051491,26
gemma-2-2b-orpo-jpn-it-abliterated-18,gemma-2-2b-orpo-jpn-it-abliterated-18-merge,0.9480765483812976,29
gemma-2-2b-orpo-jpn-it-abliterated-18,gemma-2-2b-jpn-it-abliterated-17,0.9182267250002608,23
gemma-2-2b-orpo-jpn-it-abliterated-18,llama-2-7b-hf-lora-oki100p,0.9007685150688728,23
gemma-2-2b-orpo-jpn-it-abliterated-18,gemma-2-2b-lora-monsterinstruct,0.8930367319827124,26
gemma-2-2b-orpo-jpn-it-abliterated-18,alma-13b-r,0.8895469805501031,26
gemma-2-2b-orpo-jpn-it-abliterated-18,smol-llama-101m-gqa,0.8854548590609373,26
gemma-2-2b-orpo-jpn-it-abliterated-18,granite-7b-base,0.8736580494411195,26
gemma-2-2b-orpo-jpn-it-abliterated-18,gemma-2-2b-jpn-it-abliterated-24,0.8735184340793025,30
gemma-2-2b-orpo-jpn-it-abliterated-18,gemma-2-2b-jpn-it-abliterated-18,0.8683195527279864,26
gemma-2-2b-orpo-jpn-it-abliterated-18,sauerkrautlm-1-5b,0.8672002336866651,30
gemma-2-2b-orpo-jpn-it-abliterated-18-merge,gemma-2-2b-orpo-jpn-it-abliterated-18,0.9480765483812976,29
gemma-2-2b-orpo-jpn-it-abliterated-18-merge,alma-13b-r,0.9199734912893606,26
gemma-2-2b-orpo-jpn-it-abliterated-18-merge,smollm2-1-7b-instruct,0.9170806979930284,26
gemma-2-2b-orpo-jpn-it-abliterated-18-merge,smollm2-1-7b-merged,0.9120522234392681,30
gemma-2-2b-orpo-jpn-it-abliterated-18-merge,gemma-2b-it,0.9049095167585156,27
gemma-2-2b-orpo-jpn-it-abliterated-18-merge,smollm2-1-7b-roleplay-lora,0.8973101558361369,28
gemma-2-2b-orpo-jpn-it-abliterated-18-merge,gemma-2-2b-lora-monsterinstruct,0.893979426298635,26
gemma-2-2b-orpo-jpn-it-abliterated-18-merge,gemma-2-2b-jpn-it-abliterated-17-orpo-alpaca,0.8939381162139426,26
gemma-2-2b-orpo-jpn-it-abliterated-18-merge,llama-2-7b-hf-lora-oki100p,0.8934065695578495,24
gemma-2-2b-orpo-jpn-it-abliterated-18-merge,gemma-2-2b-jpn-it-abliterated-17,0.8837855318376606,23
gemma-2-2b-smart,athena-gemma-2-2b-it-philos,0.9221920389434358,28
gemma-2-2b-smart,gemma-2-2b-it-ties,0.9146047671872959,20
gemma-2-2b-smart,sauerkrautlm-gemma-2-2b-it,0.9114429422837661,27
gemma-2-2b-smart,gpt-jt-6b-v1,0.9044820480199325,27
gemma-2-2b-smart,sjt-2b-v1-1,0.8978919551740108,29
gemma-2-2b-smart,ft-unsloth-zephyr-sft-bnb-4bit-20241014-170522,0.8955360625787363,28
gemma-2-2b-smart,gemma-2-2b,0.8879563624882074,26
gemma-2-2b-smart,vicuna-13b-v1-3,0.8836344967117828,22
gemma-2-2b-smart,doublebagel-57b-v1-0,0.8772337902479599,27
gemma-2-2b-smart,qwen1-5-1-8b-chat,0.8763011816396488,29
gemma-2-2b-stheno-filtered,gemma-2-2b-opus-instruct,0.9460679407511751,28
gemma-2-2b-stheno-filtered,2b-ad,0.9352239875497642,22
gemma-2-2b-stheno-filtered,gemma-2-2b-it,0.9281092576393981,24
gemma-2-2b-stheno-filtered,athena-gemma-2-2b-it,0.9279382465339958,29
gemma-2-2b-stheno-filtered,gemma-2-2b-jpn-it-abliterated-17,0.9166329933235855,22
gemma-2-2b-stheno-filtered,gemma-2-2b-lora-monsterinstruct,0.9121241894414416,24
gemma-2-2b-stheno-filtered,gemma-2-2b-jpn-it-abliterated-24,0.9089631552069111,29
gemma-2-2b-stheno-filtered,llama-2-7b-hf-lora-oki100p,0.9062817381834251,22
gemma-2-2b-stheno-filtered,athena-gemma-2-2b-it-philos,0.9020852989416592,25
gemma-2-2b-stheno-filtered,gemma-2-2b-jpn-it-abliterated-17-orpo,0.899093211062423,29
gemma-2-9b,magnum-v3-9b-customgemma2,0.9140209032631035,23
gemma-2-9b,nemo-picaro-12b,0.9007519286423206,25
gemma-2-9b,odin-9b,0.8578084637711662,25
gemma-2-9b,mistral-nemo-gutenberg-12b-v3,0.8554340820927023,19
gemma-2-9b,kosmos-evaa-prp-8b,0.8479803121785615,24
gemma-2-9b,multiverse-70b,0.8303340254116922,25
gemma-2-9b,colossus-120b,0.8289645802423813,20
gemma-2-9b,yislerp-34b,0.8281356426364123,21
gemma-2-9b,magnolia-v1-gemma2-8k-9b,0.8216470531995328,20
gemma-2-9b,magnum-v3-9b-chatml,0.8044827523939274,23
gemma-2-9b-it,gemma-2-ataraxy-9b,0.9731759567554513,29
gemma-2-9b-it,gemma2-gutenberg-9b,0.9701982137242274,29
gemma-2-9b-it,gemma-2-ataraxy-remix-9b,0.9671076989161749,26
gemma-2-9b-it,recoilme-gemma-2-9b-v0-1,0.9636352656926556,25
gemma-2-9b-it,gemmadevi-stock-10b,0.9626050377847791,28
gemma-2-9b-it,gemma-2-9b-it-sppo-iter1,0.9624663846232495,25
gemma-2-9b-it,gemma-2-9b-it-sppo-iter3,0.9615739009687154,31
gemma-2-9b-it,magot-v2-gemma2-8k-9b,0.9612618638532512,29
gemma-2-9b-it,mt3-gen6-gemma-2-9b,0.957898364960336,28
gemma-2-9b-it,gemma-2-ataraxy-v3-advanced-9b,0.9566375969251277,30
gemma-2-9b-it-abliterated,mt3-gen6-gemma-2-9b,0.9897561459568497,28
gemma-2-9b-it-abliterated,gemma-2-aeria-infinity-9b,0.9865008886647162,29
gemma-2-9b-it-abliterated,gemma-the-writer-mighty-sword-9b,0.9800541630140088,29
gemma-2-9b-it-abliterated,gemma-2-tm-9b,0.97820954744624,25
gemma-2-9b-it-abliterated,gemma-the-writer-9b,0.9713333339563401,27
gemma-2-9b-it-abliterated,mt-merge6-gemma-2-9b,0.9698069389493349,26
gemma-2-9b-it-abliterated,mt-gen6fix-gemma-2-9b,0.9697981847329947,25
gemma-2-9b-it-abliterated,mt1-gen6-gemma-2-9b,0.9667161234026471,20
gemma-2-9b-it-abliterated,mt-gen7-gemma-2-9b,0.9660035194343465,31
gemma-2-9b-it-abliterated,mt1-gen5-gemma-2-9b,0.96561271460889,28
gemma-2-9b-it-chinese-kyara,recoilme-gemma-2-ataraxy-9b-v0-1,0.8701214060529037,29
gemma-2-9b-it-chinese-kyara,mt-gen7-gemma-2-9b,0.8638315526478676,33
gemma-2-9b-it-chinese-kyara,mt2-gen5-gemma-2-9b,0.8505328139967794,30
gemma-2-9b-it-chinese-kyara,gemma-9b-base,0.8497234893018196,26
gemma-2-9b-it-chinese-kyara,gemma-the-writer-mighty-sword-9b,0.8487611671128934,31
gemma-2-9b-it-chinese-kyara,mt-merge6-gemma-2-9b,0.8442911732681938,27
gemma-2-9b-it-chinese-kyara,gemma-2-tm-9b,0.8438932154895749,28
gemma-2-9b-it-chinese-kyara,gemma-2-s2mtm-9b,0.8364657884371961,31
gemma-2-9b-it-chinese-kyara,mt2-gen6-gemma-2-9b,0.8344613031193683,30
gemma-2-9b-it-chinese-kyara,mt1-gen7-gemma-2-9b,0.8342027212428933,28
gemma-2-9b-it-dpo,gemma2-9b-it-simpo-infinity-preference,0.9789464717323294,29
gemma-2-9b-it-dpo,gemma-2-9b-it-sppo-iter-1-evol-1,0.9745861666204574,31
gemma-2-9b-it-dpo,mt-gemma-2-9b,0.9673993109285008,26
gemma-2-9b-it-dpo,gemma-2-aeria-infinity-9b,0.9667268226368293,31
gemma-2-9b-it-dpo,mt-gen6fix-gemma-2-9b,0.9659721177065831,25
gemma-2-9b-it-dpo,mt1-gen6-gemma-2-9b,0.9656864447157546,23
gemma-2-9b-it-dpo,gemma-2-9b-it-abliterated,0.9645585277515465,28
gemma-2-9b-it-dpo,gemma-the-writer-9b,0.9633744261019485,27
gemma-2-9b-it-dpo,gemma-2-lyco-infinity-9b,0.9623974838646561,27
gemma-2-9b-it-dpo,gemma-2-9b-it-sppo-iter-1,0.9614237349979208,29
gemma-2-9b-it-simpo,mt-merge6-gemma-2-9b,0.9708821067370569,26
gemma-2-9b-it-simpo,gemma-the-writer-j-gutenberg-10b,0.965239618179626,23
gemma-2-9b-it-simpo,gemma-2-lyco-infinity-9b,0.959736399203434,26
gemma-2-9b-it-simpo,gemma2-9b-it-simpo-infinity-preference,0.9565437809293735,25
gemma-2-9b-it-simpo,gemma-the-writer-9b,0.9562094666303675,27
gemma-2-9b-it-simpo,gemma-the-writer-deadline-10b,0.955371796647775,31
gemma-2-9b-it-simpo,mt2-gen6-gemma-2-9b,0.9551603227884371,29
gemma-2-9b-it-simpo,gemma-2-aeria-infinity-9b,0.9530516118856545,29
gemma-2-9b-it-simpo,mt-gen6-gemma-2-9b,0.9522216177697141,29
gemma-2-9b-it-simpo,mt-gemma-2-9b,0.95176576129846,26
gemma-2-9b-it-sppo-iter-1,gemma-2-9b-it-sppo-iter-1-evol-1,0.9920115504744812,29
gemma-2-9b-it-sppo-iter-1,mt-gen6fix-gemma-2-9b,0.9742447248800961,24
gemma-2-9b-it-sppo-iter-1,gemma-2-9b-it-dpo,0.9614237349979208,29
gemma-2-9b-it-sppo-iter-1,mt-gemma-2-9b,0.9597390894518194,25
gemma-2-9b-it-sppo-iter-1,sauerkrautlm-gemma-2-9b-it,0.9585644602745873,26
gemma-2-9b-it-sppo-iter-1,gemma-the-writer-j-gutenberg-10b,0.9530385774055182,18
gemma-2-9b-it-sppo-iter-1,gemma-2-lyco-infinity-9b,0.9511473238045114,25
gemma-2-9b-it-sppo-iter-1,mt3-gen6-gemma-2-9b,0.9499896969452464,27
gemma-2-9b-it-sppo-iter-1,gemma-2-9b-it-abliterated,0.9495359320671375,27
gemma-2-9b-it-sppo-iter-1,mt1-gen6-gemma-2-9b,0.9493921548856541,22
gemma-2-9b-it-sppo-iter-1-evol-1,gemma-2-9b-it-sppo-iter-1,0.9920115504744812,29
gemma-2-9b-it-sppo-iter-1-evol-1,gemma-2-9b-it-dpo,0.9745861666204574,31
gemma-2-9b-it-sppo-iter-1-evol-1,gemma-2-9b-it-abliterated,0.9651748664267708,28
gemma-2-9b-it-sppo-iter-1-evol-1,mt1-gen6-gemma-2-9b,0.9622176982270886,23
gemma-2-9b-it-sppo-iter-1-evol-1,mt-gen6fix-gemma-2-9b,0.9609542391880235,27
gemma-2-9b-it-sppo-iter-1-evol-1,mt-gen6-gemma-2-9b,0.9591687997513271,29
gemma-2-9b-it-sppo-iter-1-evol-1,mt-gemma-2-9b,0.9551852401418572,27
gemma-2-9b-it-sppo-iter-1-evol-1,mt3-gen6-gemma-2-9b,0.9531209360440335,30
gemma-2-9b-it-sppo-iter-1-evol-1,mt-merge6-gemma-2-9b,0.9517114347166227,26
gemma-2-9b-it-sppo-iter-1-evol-1,gemma-2-lyco-infinity-9b,0.9465977477693612,28
gemma-2-9b-it-sppo-iter1,gemma-2-9b-it-sppo-iter3,0.9886744746359455,28
gemma-2-9b-it-sppo-iter1,gemma-2-9b-it-sppo-iter2,0.9846035348581814,27
gemma-2-9b-it-sppo-iter1,mt3-gen6-gemma-2-9b,0.9735413879464839,26
gemma-2-9b-it-sppo-iter1,recoilme-gemma-2-9b-v0-1,0.9733963056388157,23
gemma-2-9b-it-sppo-iter1,mt-gen6fix-gemma-2-9b,0.9717669757420614,22
gemma-2-9b-it-sppo-iter1,gemma2-9b-it-simpo-infinity-preference,0.9707731427174231,27
gemma-2-9b-it-sppo-iter1,mt1-gen7-gemma-2-9b,0.9690056728293828,23
gemma-2-9b-it-sppo-iter1,gemma-the-writer-j-gutenberg-10b,0.9688919327320523,19
gemma-2-9b-it-sppo-iter1,gemma-2-aeria-infinity-9b,0.9644054459367097,26
gemma-2-9b-it-sppo-iter1,gemma-2-9b-it,0.9624663846232495,25
gemma-2-9b-it-sppo-iter2,gemma-2-9b-it-sppo-iter3,0.9960953462205456,32
gemma-2-9b-it-sppo-iter2,gemma-2-9b-it-sppo-iter1,0.9846035348581814,27
gemma-2-9b-it-sppo-iter2,gemma-2-aeria-infinity-9b,0.9617022638921562,33
gemma-2-9b-it-sppo-iter2,gemma-the-writer-9b,0.9573612239063397,32
gemma-2-9b-it-sppo-iter2,gemma2-9b-it-simpo-infinity-preference,0.9561735763558377,30
gemma-2-9b-it-sppo-iter2,mt-gen6fix-gemma-2-9b,0.9517054183807335,29
gemma-2-9b-it-sppo-iter2,recoilme-gemma-2-9b-v0-1,0.9497008397022065,27
gemma-2-9b-it-sppo-iter2,gemma-2-9b-it,0.9483145309866854,31
gemma-2-9b-it-sppo-iter2,mt-merge6-gemma-2-9b,0.9479841695151462,28
gemma-2-9b-it-sppo-iter2,mt2-gen6-gemma-2-9b,0.9479106476404938,32
gemma-2-9b-it-sppo-iter3,gemma-2-9b-it-sppo-iter2,0.9960953462205456,32
gemma-2-9b-it-sppo-iter3,gemma-2-9b-it-sppo-iter1,0.9886744746359455,28
gemma-2-9b-it-sppo-iter3,mt2-gen6-gemma-2-9b,0.98135941018049,29
gemma-2-9b-it-sppo-iter3,gemma-the-writer-9b,0.9765267123827097,27
gemma-2-9b-it-sppo-iter3,gemma2-9b-it-simpo-infinity-preference,0.9757388834126521,28
gemma-2-9b-it-sppo-iter3,mt-merge6-gemma-2-9b,0.9755910505928971,27
gemma-2-9b-it-sppo-iter3,gemma-2-aeria-infinity-9b,0.9735073685084151,31
gemma-2-9b-it-sppo-iter3,recoilme-gemma-2-9b-v0-1,0.9696520782516246,28
gemma-2-9b-it-sppo-iter3,mt3-gen6-gemma-2-9b,0.9686195638267185,31
gemma-2-9b-it-sppo-iter3,mt1-gen7-gemma-2-9b,0.9677159345492076,28
gemma-2-9b-it-wpo-hb,gemma-2-9b-it-abliterated,0.9130302586650846,24
gemma-2-9b-it-wpo-hb,mt1-gen7-gemma-2-9b,0.8958893848983954,23
gemma-2-9b-it-wpo-hb,gemma-the-writer-j-gutenberg-10b,0.8944568278937737,20
gemma-2-9b-it-wpo-hb,mt-gen6fix-gemma-2-9b,0.8838719174882612,26
gemma-2-9b-it-wpo-hb,gemma-2-aeria-infinity-9b,0.8743465641173266,26
gemma-2-9b-it-wpo-hb,gemma2-9b-it-psy10k-mental-health,0.8641238844182663,22
gemma-2-9b-it-wpo-hb,mt3-gemma-2-9b,0.8524327469987067,20
gemma-2-9b-it-wpo-hb,mt3-gen3-gemma-2-9b,0.8471048274972551,23
gemma-2-9b-it-wpo-hb,emu-eggs-9b-model-stock,0.8458275285510978,23
gemma-2-9b-it-wpo-hb,gemma-2-gemmama-9b,0.8421502394086982,26
gemma-2-9b-moth,ewre324-r1-smollm2-135m-distill,0.9900498708153566,31
gemma-2-9b-moth,qwen2-5-0-5b-iha-hin,0.9879670513846359,28
gemma-2-9b-moth,qwen2-5-42b-agi,0.9843291298997102,26
gemma-2-9b-moth,smollm2-135m-pretrained-1000k-fineweb,0.9837808368097474,23
gemma-2-9b-moth,llama-3-2-1b-synopsys-0-11,0.9816822256553719,30
gemma-2-9b-moth,rho-1b-sft-math,0.9810341656258607,30
gemma-2-9b-moth,olmo-7b-hf,0.9800060475474041,27
gemma-2-9b-moth,qwensparse-7b,0.9797965682727569,26
gemma-2-9b-moth,helpingai-15b,0.9795322972436292,26
gemma-2-9b-moth,naps-llama3-1-70b-v0-2-fp16,0.9793451119320314,29
gemma-2-9b-sft-jp-en-zh-v1,internlm2-5-1-8b-chat,0.6913079967829121,20
gemma-2-9b-sft-jp-en-zh-v1,openchat-3-5-0106-rebased-mistral-7b-v0-2,0.6881389054145252,24
gemma-2-9b-sft-jp-en-zh-v1,qwen1-5-7b-chat-sa-v0-1,0.6869245900124036,26
gemma-2-9b-sft-jp-en-zh-v1,wizardlm-13b-v1-0,0.6816380672863679,23
gemma-2-9b-sft-jp-en-zh-v1,nous-hermes-2-mistral-7b-dpo,0.6617487885482849,24
gemma-2-9b-sft-jp-en-zh-v1,mistral-7b-v0-1-signtensors-3-over-8,0.6598520881574623,26
gemma-2-9b-sft-jp-en-zh-v1,mistral-syndicate-7b,0.6559401995917337,24
gemma-2-9b-sft-jp-en-zh-v1,llama3anfeng-40b,0.6529631709175631,24
gemma-2-9b-sft-jp-en-zh-v1,openchat-3-5-0106-8-99b-40layers-interleaved,0.6434507247424819,22
gemma-2-9b-sft-jp-en-zh-v1,mita-v1-7b,0.6430451623430951,22
gemma-2-9b-sft-jp-en-zh-v2,openbuddy-llama3-2-3b-v23-2-131k,0.7560631655556626,31
gemma-2-9b-sft-jp-en-zh-v2,reasoning-llama-3-2-3b-math-instruct-re1,0.7516051950480553,31
gemma-2-9b-sft-jp-en-zh-v2,thea-v2-3b-50r,0.7510538627392042,28
gemma-2-9b-sft-jp-en-zh-v2,llama-3-2-instruct-jankmixbread-v0-1-3b,0.7456095487292326,28
gemma-2-9b-sft-jp-en-zh-v2,sky-ko-llama3-2-3b-lora-epoch1,0.741030330128135,33
gemma-2-9b-sft-jp-en-zh-v2,llama3-1-8b-fireplace2,0.7389535927749815,27
gemma-2-9b-sft-jp-en-zh-v2,llama-deepsync-3b,0.738828317359545,28
gemma-2-9b-sft-jp-en-zh-v2,l3-1-moe-4x8b-v0-2,0.7359853386957743,30
gemma-2-9b-sft-jp-en-zh-v2,llama-3-2-3b-deep-test,0.7262412675129871,29
gemma-2-9b-sft-jp-en-zh-v2,llama-3-2-3b-overthinker,0.7261043376485308,32
gemma-2-aeria-infinity-9b,gemma2-9b-it-simpo-infinity-preference,0.987055501134602,28
gemma-2-aeria-infinity-9b,gemma-2-9b-it-abliterated,0.9865008886647162,29
gemma-2-aeria-infinity-9b,mt-merge6-gemma-2-9b,0.9799970404720469,27
gemma-2-aeria-infinity-9b,mt3-gen6-gemma-2-9b,0.9756311974591707,29
gemma-2-aeria-infinity-9b,gemma-2-9b-it-sppo-iter3,0.9735073685084151,31
gemma-2-aeria-infinity-9b,gemma-the-writer-9b,0.9724666860099582,31
gemma-2-aeria-infinity-9b,gemma-the-writer-mighty-sword-9b,0.9708256814263693,31
gemma-2-aeria-infinity-9b,mt1-gen7-gemma-2-9b,0.9696210557429537,30
gemma-2-aeria-infinity-9b,gemma-9b-base,0.9691799352609541,27
gemma-2-aeria-infinity-9b,gemma-2-9b-it-dpo,0.9667268226368293,31
gemma-2-ataraxy-9b,gemma2-gutenberg-9b,0.9891455621145019,28
gemma-2-ataraxy-9b,gemma-2-ataraxy-remix-9b,0.9875712794230999,27
gemma-2-ataraxy-9b,gemma-2-ataraxy-v3-advanced-9b,0.9843035929448894,31
gemma-2-ataraxy-9b,gemma-2-9b-it,0.9731759567554513,29
gemma-2-ataraxy-9b,gemma-2-ataraxy-gemmasutra-9b-slerp,0.9680732785163012,29
gemma-2-ataraxy-9b,gemma-2-ataraxy-v3b-9b,0.9614173159382187,29
gemma-2-ataraxy-9b,recoilme-gemma-2-9b-v0-2,0.9567809412041821,29
gemma-2-ataraxy-9b,gemma-2-ataraxy-v4a-advanced-9b,0.9557161207471007,31
gemma-2-ataraxy-9b,gemma-2-9b-it-sppo-iter1,0.9546477740430267,24
gemma-2-ataraxy-9b,gemma2-gutenberg-doppel-9b,0.9420750800349451,31
gemma-2-ataraxy-advanced-9b,gemma-2-ifable-9b,0.9522349858986674,28
gemma-2-ataraxy-advanced-9b,gemma-2-ataraxy-v2-9b,0.9447016212587371,27
gemma-2-ataraxy-advanced-9b,recoilme-gemma-2-ataraxy-9b-v0-1,0.9291924434472508,29
gemma-2-ataraxy-advanced-9b,gemma-2-9b-it-sppo-iter-1,0.9249214692024438,28
gemma-2-ataraxy-advanced-9b,gemma-2-9b-it-abliterated,0.924470062319212,27
gemma-2-ataraxy-advanced-9b,gemma2-9b-it-simpo-infinity-preference,0.9213389361200356,28
gemma-2-ataraxy-advanced-9b,gemma-2-9b-it-dpo,0.9193360120743891,30
gemma-2-ataraxy-advanced-9b,gemma-the-writer-j-gutenberg-10b,0.9163158989576399,21
gemma-2-ataraxy-advanced-9b,gemma-the-writer-deadline-10b,0.915592398715436,32
gemma-2-ataraxy-advanced-9b,gemma-2-ataraxy-9b,0.9110435224867028,27
gemma-2-ataraxy-gemmasutra-9b-slerp,recoilme-gemma-2-9b-v0-2,0.9800244110387757,31
gemma-2-ataraxy-gemmasutra-9b-slerp,gemma2-gutenberg-9b,0.9718712912419296,30
gemma-2-ataraxy-gemmasutra-9b-slerp,gemma-2-ataraxy-9b,0.9680732785163012,29
gemma-2-ataraxy-gemmasutra-9b-slerp,gemma-2-ataraxy-v3-advanced-9b,0.9607300997870669,31
gemma-2-ataraxy-gemmasutra-9b-slerp,gemma-2-ataraxy-remix-9b,0.9547366233812222,28
gemma-2-ataraxy-gemmasutra-9b-slerp,gemma-2-9b-it,0.9520977734900827,29
gemma-2-ataraxy-gemmasutra-9b-slerp,4prymmal-gemma2-9b-slerp,0.9501288479367425,30
gemma-2-ataraxy-gemmasutra-9b-slerp,gemma-2-ataraxy-v4a-advanced-9b,0.9485150142003291,32
gemma-2-ataraxy-gemmasutra-9b-slerp,gemma-2-ataraxy-v3b-9b,0.9453350007752666,30
gemma-2-ataraxy-gemmasutra-9b-slerp,gemma-2-9b-it-sppo-iter1,0.9417982878491704,27
gemma-2-ataraxy-remix-9b,gemma-2-ataraxy-v3-advanced-9b,0.9880030560376019,30
gemma-2-ataraxy-remix-9b,gemma-2-ataraxy-9b,0.9875712794230999,27
gemma-2-ataraxy-remix-9b,magot-v2-gemma2-8k-9b,0.9743074313857256,30
gemma-2-ataraxy-remix-9b,gemma-2-ataraxy-v3b-9b,0.9679331712639507,27
gemma-2-ataraxy-remix-9b,gemma2-gutenberg-9b,0.9675183694109306,28
gemma-2-ataraxy-remix-9b,gemma-2-9b-it,0.9671076989161749,26
gemma-2-ataraxy-remix-9b,gemma-2-ataraxy-v4a-advanced-9b,0.9588149303740173,30
gemma-2-ataraxy-remix-9b,recoilme-gemma-2-9b-v0-2,0.9555744267231362,30
gemma-2-ataraxy-remix-9b,gemma-2-ataraxy-gemmasutra-9b-slerp,0.9547366233812222,28
gemma-2-ataraxy-remix-9b,gemma2-gutenberg-doppel-9b,0.9493002435569048,29
gemma-2-ataraxy-v2-9b,gemma-2-ataraxy-v3j-9b,0.9458339159675351,29
gemma-2-ataraxy-v2-9b,gemma-2-ataraxy-advanced-9b,0.9447016212587371,27
gemma-2-ataraxy-v2-9b,gemma-2-ataraxy-v3i-9b,0.9384160383730822,26
gemma-2-ataraxy-v2-9b,neos-gemma-2-9b,0.9155886441052715,30
gemma-2-ataraxy-v2-9b,gemma-2-9b-it-dpo,0.8919467884689251,27
gemma-2-ataraxy-v2-9b,gemma-2-9b-it-abliterated,0.87297771488877,25
gemma-2-ataraxy-v2-9b,gemma-2-ifable-9b,0.859006859945439,25
gemma-2-ataraxy-v2-9b,gemma2-9b-it-simpo-infinity-preference,0.8551245942994808,26
gemma-2-ataraxy-v2-9b,gemma-9b-base,0.8540247370895848,26
gemma-2-ataraxy-v2-9b,recoilme-gemma-2-ataraxy-9b-v0-1,0.8490850849559733,26
gemma-2-ataraxy-v2a-9b,gemma-2-ataraxy-v2f-9b,0.9948201678181531,29
gemma-2-ataraxy-v2a-9b,gemma-the-writer-j-gutenberg-10b,0.8238668974754405,22
gemma-2-ataraxy-v2a-9b,gemma-2-9b-it-abliterated,0.8188651125131876,28
gemma-2-ataraxy-v2a-9b,gemma-2-ataraxy-v3j-9b,0.8155291485656896,30
gemma-2-ataraxy-v2a-9b,gemma-2-ataraxy-v3i-9b,0.7987020044314352,27
gemma-2-ataraxy-v2a-9b,gemma-2-ataraxy-v2-9b,0.7810274731189307,29
gemma-2-ataraxy-v2a-9b,mt-gen6fix-gemma-2-9b,0.7619451410130184,28
gemma-2-ataraxy-v2a-9b,falcon3-8b-franken-basestruct,0.7565547940134203,31
gemma-2-ataraxy-v2a-9b,gemma-2-9b-it-dpo,0.734393217549529,30
gemma-2-ataraxy-v2a-9b,tiger-gemma-9b-v2,0.7230387174020382,26
gemma-2-ataraxy-v2f-9b,gemma-2-ataraxy-v2a-9b,0.9948201678181531,29
gemma-2-ataraxy-v2f-9b,gemma-2-ataraxy-v3j-9b,0.8335842579247649,30
gemma-2-ataraxy-v2f-9b,gemma-2-9b-it-abliterated,0.809271722872983,28
gemma-2-ataraxy-v2f-9b,zeus-8b-v28,0.8047805605659869,24
gemma-2-ataraxy-v2f-9b,gemma-2-ataraxy-v2-9b,0.7784997899448034,26
gemma-2-ataraxy-v2f-9b,gemma-2-ataraxy-v3i-9b,0.7780137739164015,23
gemma-2-ataraxy-v2f-9b,neos-gemma-2-9b,0.7745331732013937,30
gemma-2-ataraxy-v2f-9b,gemma-2-9b-it-sppo-iter-1,0.753646128472194,26
gemma-2-ataraxy-v2f-9b,gemma-2-9b-it-wpo-hb,0.7259222029923351,26
gemma-2-ataraxy-v2f-9b,gemma-2-9b-it-sppo-iter-1-evol-1,0.7199371329074347,27
gemma-2-ataraxy-v3-advanced-9b,gemma-2-ataraxy-remix-9b,0.9880030560376019,30
gemma-2-ataraxy-v3-advanced-9b,gemma-2-ataraxy-9b,0.9843035929448894,31
gemma-2-ataraxy-v3-advanced-9b,gemma-2-ataraxy-v3b-9b,0.9762244673016627,31
gemma-2-ataraxy-v3-advanced-9b,gemma2-gutenberg-9b,0.9761628008315145,30
gemma-2-ataraxy-v3-advanced-9b,recoilme-gemma-2-9b-v0-2,0.9654445194829168,32
gemma-2-ataraxy-v3-advanced-9b,gemma-2-ataraxy-v4a-advanced-9b,0.9635989422263427,33
gemma-2-ataraxy-v3-advanced-9b,magot-v2-gemma2-8k-9b,0.9615246884854833,33
gemma-2-ataraxy-v3-advanced-9b,gemma-2-ataraxy-gemmasutra-9b-slerp,0.9607300997870669,31
gemma-2-ataraxy-v3-advanced-9b,gemma-2-9b-it,0.9566375969251277,30
gemma-2-ataraxy-v3-advanced-9b,gemma2-gutenberg-doppel-9b,0.9562291538803506,33
gemma-2-ataraxy-v3b-9b,gemma-2-ataraxy-v4a-advanced-9b,0.9916102236869566,30
gemma-2-ataraxy-v3b-9b,gemma2-gutenberg-doppel-9b,0.9815437164376285,30
gemma-2-ataraxy-v3b-9b,gemma-2-ataraxy-v3-advanced-9b,0.9762244673016627,31
gemma-2-ataraxy-v3b-9b,gemma2-gutenberg-9b,0.9740669721676192,27
gemma-2-ataraxy-v3b-9b,gemma-2-ataraxy-remix-9b,0.9679331712639507,27
gemma-2-ataraxy-v3b-9b,gemma-2-ataraxy-9b,0.9614173159382187,29
gemma-2-ataraxy-v3b-9b,gemmaslerp-9b,0.9568462648373164,29
gemma-2-ataraxy-v3b-9b,gemmadevi-stock-10b,0.9469402310490732,26
gemma-2-ataraxy-v3b-9b,gemma-2-ataraxy-gemmasutra-9b-slerp,0.9453350007752666,30
gemma-2-ataraxy-v3b-9b,gigantes-v1-gemma2-9b-it,0.9446357402320973,27
gemma-2-ataraxy-v3i-9b,gemma-2-ataraxy-v3j-9b,0.9935804251388453,25
gemma-2-ataraxy-v3i-9b,gemma-2-ataraxy-v2-9b,0.9384160383730822,26
gemma-2-ataraxy-v3i-9b,gemma-2-ataraxy-advanced-9b,0.8653692908088189,23
gemma-2-ataraxy-v3i-9b,neos-gemma-2-9b,0.8549858936448022,27
